#Time px py pz qx qy qz qw
1560004886.51554275 21.38555335998535 21.120319366455078 0.0 0.0 0.0 -0.3024812288143041 0.9531553421216232
1560004886.54057980 21.388736724853516 21.118337631225586 0.0 0.0 0.0 -0.30221738004650417 0.9532390336100526
1560004886.56546783 21.38204574584961 21.11312484741211 0.0 0.0 0.0 -0.30166551813310155 0.9534138215746021
1560004886.59046364 21.386003494262695 21.113868713378906 0.0 0.0 0.0 -0.30257712675881215 0.9531249038622283
1560004886.61552286 21.38918113708496 21.112079620361328 0.0 0.0 0.0 -0.3018441797281135 0.9533572736200538
1560004886.64044380 21.378496170043945 21.10852813720703 0.0 0.0 0.0 -0.30120267625639074 0.9535601437853766
1560004886.66543984 21.38534927368164 21.11610221862793 0.0 0.0 0.0 -0.3027891366964389 0.9530575736536724
1560004886.69045377 21.39004135131836 21.115739822387695 0.0 0.0 0.0 -0.3022898782691587 0.9532160455510688
1560004886.71547174 21.384506225585938 21.11115837097168 0.0 0.0 0.0 -0.30145206501219246 0.9534813330631517
1560004886.74040771 21.384023666381836 21.110843658447266 0.0 0.0 0.0 -0.30139818787446027 0.9534983651511897
1560004886.76543474 21.386600494384766 21.11393928527832 0.0 0.0 0.0 -0.30209897009947334 0.9532765665140612
1560004886.79043484 21.382099151611328 21.110797882080078 0.0 0.0 0.0 -0.3017571233026504 0.9533848323400729
1560004886.81541967 21.387075424194336 21.111202239990234 0.0 0.0 0.0 -0.30170438816061956 0.9534015220066654
1560004886.84040380 21.38473892211914 21.112375259399414 0.0 0.0 0.0 -0.30177121615842 0.9533803716766294
1560004886.86536670 21.390140533447266 21.113004684448242 0.0 0.0 0.0 -0.3022416978270252 0.9532313234963679
1560004886.89040065 21.387248992919922 21.11260986328125 0.0 0.0 0.0 -0.3020832878183263 0.9532815361795646
1560004886.91535378 21.386144638061523 21.111650466918945 0.0 0.0 0.0 -0.3019114592100259 0.9533359695289342
1560004886.94035172 21.387331008911133 21.11170768737793 0.0 0.0 0.0 -0.30175871443482966 0.9533843287272132
1560004886.96530676 21.386194229125977 21.115692138671875 0.0 0.0 0.0 -0.3023989632086925 0.9531814449779789
1560004886.99033380 21.389217376708984 21.11150550842285 0.0 0.0 0.0 -0.3018069026111895 0.953369075193988
1560004887.01535177 21.385334014892578 21.11564826965332 0.0 0.0 0.0 -0.30227737870033583 0.9532200094028944
1560004887.04030466 21.384634017944336 21.110363006591797 0.0 0.0 0.0 -0.3019582812053663 0.9533211402310875
1560004887.06526875 21.3872013092041 21.11415672302246 0.0 0.0 0.0 -0.3021405618404576 0.9532633848474054
1560004887.09028864 21.376285552978516 21.10879898071289 0.0 0.0 0.0 -0.30136795260345933 0.9535079219091989
1560004887.11529565 21.386926651000977 21.111183166503906 0.0 0.0 0.0 -0.3020291946850427 0.9532986759446929
1560004887.14040375 21.38620376586914 21.114791870117188 0.0 0.0 0.0 -0.30209737914714135 0.9532770706947841
1560004887.16526484 21.388385772705078 21.1143798828125 0.0 0.0 0.0 -0.3024110077613338 0.9531776237327303
1560004887.19026875 21.38267707824707 21.109594345092773 0.0 0.0 0.0 -0.30138022861469316 0.9535040418373459
1560004887.21530366 21.382524490356445 21.112085342407227 0.0 0.0 0.0 -0.301620282791427 0.953428133111678
1560004887.24024677 21.38758087158203 21.11512565612793 0.0 0.0 0.0 -0.30209396996073906 0.9532781510731062
1560004887.26521182 21.387231826782227 21.117755889892578 0.0 0.0 0.0 -0.30237964637250936 0.9531875730723918
1560004887.29022479 21.388280868530273 21.120712280273438 0.0 0.0 0.0 -0.3022239708662625 0.953236944014356
1560004887.31521678 21.384931564331055 21.119794845581055 0.0 0.0 0.0 -0.30178053559133805 0.9533774217686327
1560004887.34013581 21.379140853881836 21.116334915161133 0.0 0.0 0.0 -0.3009594057515007 0.953636951931763
1560004887.36514187 21.381389617919922 21.117334365844727 0.0 0.0 0.0 -0.3006815532368622 0.9537245952281339
1560004887.39013672 21.379220962524414 21.11675262451172 0.0 0.0 0.0 -0.29999272371684027 0.953941489671642
1560004887.41511273 21.38082504272461 21.12221336364746 0.0 0.0 0.0 -0.2999483731046133 0.9539554357892698
1560004887.44011474 21.378021240234375 21.122900009155273 0.0 0.0 0.0 -0.29949141034896176 0.9540989965025589
1560004887.46509385 21.36726188659668 21.122055053710938 0.0 0.0 0.0 -0.2980452363895714 0.9545517466672432
1560004887.49008965 21.370107650756836 21.12303924560547 0.0 0.0 0.0 -0.29758844346324387 0.9546942538410523
1560004887.51509666 21.37519073486328 21.124027252197266 0.0 0.0 0.0 -0.29707717338186684 0.954853472034029
1560004887.54010367 21.36422348022461 21.12355613708496 0.0 0.0 0.0 -0.29576013591705874 0.9552622372952482
1560004887.56506276 21.362470626831055 21.128408432006836 0.0 0.0 0.0 -0.2954260052602187 0.955365623945089
1560004887.59009075 21.363101959228516 21.13534927368164 0.0 0.0 0.0 -0.2951861468615538 0.9554397619426507
1560004887.61514187 21.358619689941406 21.138498306274414 0.0 0.0 0.0 -0.29403648201601357 0.9557941971175838
1560004887.64003277 21.334991455078125 21.13484001159668 0.0 0.0 0.0 -0.2922256841850799 0.9563493867319421
1560004887.66506481 21.344064712524414 21.14202880859375 0.0 0.0 0.0 -0.29192537868878893 0.9564410976518144
1560004887.69011378 21.333843231201172 21.141088485717773 0.0 0.0 0.0 -0.2907441718428474 0.9568008290858746
1560004887.71503782 21.333358764648438 21.15089988708496 0.0 0.0 0.0 -0.2906440259681571 0.9568312548035945
1560004887.74008083 21.32884407043457 21.155729293823242 0.0 0.0 0.0 -0.28980349649774284 0.9570861682302605
1560004887.76498985 21.313716888427734 21.15266227722168 0.0 0.0 0.0 -0.28845850417670893 0.9574923975510906
1560004887.79003382 21.320384979248047 21.15916633605957 0.0 0.0 0.0 -0.28795349992843805 0.9576443921826948
1560004887.81497383 21.31627655029297 21.162832260131836 0.0 0.0 0.0 -0.28735867026818723 0.9578230497444188
1560004887.84001374 21.302640914916992 21.17082405090332 0.0 0.0 0.0 -0.28661046612480034 0.9580472017117553
1560004887.86500478 21.293285369873047 21.173473358154297 0.0 0.0 0.0 -0.2859877429309595 0.9582332758223622
1560004887.88998365 21.293954849243164 21.17862319946289 0.0 0.0 0.0 -0.2853054871158401 0.9584366327627472
1560004887.91499686 21.281734466552734 21.180089950561523 0.0 0.0 0.0 -0.28409621878245944 0.9587957751646118
1560004887.93992972 21.27279281616211 21.18231964111328 0.0 0.0 0.0 -0.28322172594034006 0.9590544582844995
1560004887.96491170 21.278287887573242 21.187618255615234 0.0 0.0 0.0 -0.28307606854702283 0.9590974608536721
1560004887.98994470 21.269498825073242 21.194555282592773 0.0 0.0 0.0 -0.282312918412391 0.9593223733956583
1560004888.01490283 21.263261795043945 21.19844627380371 0.0 0.0 0.0 -0.2813063940363881 0.9596180035171518
1560004888.03987765 21.248231887817383 21.203866958618164 0.0 0.0 0.0 -0.28047417638458505 0.9598615714681928
